Percent households with children under 18 years receiving food stamps,Percent households with one or more people with a disability receiving food stamps,Percent households with only black/american receiving food stamps,Percent households with only asians receiving food stamps,Percent households with only hispanic/latinos receiving food stamps,zip,Educational,Religious,RES_RATIO,BUS_RATIO,OTH_RATIO
0.15333333333333332,51.693333333333335,33.806666666666665,11.106666666666666,4.886666666666667,19145,20.0,13.0,0.04545454540909091,0.04545454554545454,0.045454545454545456
0.0,48.19473684210526,44.852631578947374,3.473684210526316,9.784210526315789,19146,16.0,30.0,0.047619047619047616,0.04761904752380953,0.04761904766666667
0.0,54.3125,10.1625,9.73125,14.1875,19147,35.0,28.0,0.058823529411764705,0.058823529529411764,0.058823529352941176
0.0,52.285714285714285,6.442857142857143,20.785714285714285,14.935714285714285,19148,9.0,26.0,0.05882352958823529,0.058823529352941176,0.058823529411764705
1.6631578947368422,41.68421052631579,26.931578947368422,13.25263157894737,27.931578947368422,19149,12.0,17.0,0.052631578894736845,0.05263157894736842,0.05263157905263158
0.0,48.93571428571429,84.22857142857143,0.8857142857142858,1.4642857142857142,19150,4.0,12.0,0.07142857142857142,0.07142857135714285,0.07142857142857142
0.0,46.96363636363637,85.87272727272727,0.0,2.909090909090909,19151,9.0,25.0,0.08333333333333333,0.08333333341666667,0.08333333325
0.0,47.388888888888886,16.288888888888888,14.0,13.433333333333334,19152,7.0,17.0,0.1,0.1000000002,0.0999999999
1.72,34.52,79.5,6.92,11.58,19153,,,0.125,0.12499999987499999,0.12499999987499999
2.5777777777777775,57.91111111111112,27.577777777777776,9.366666666666667,9.766666666666667,19154,11.0,26.0,0.0999999999,0.1000000002,0.09999999999999999
